file_name,composer,composer_label,pitch_entropy,rhythmic_entropy,average_interval_size,average_vertical_density,average_polyphonic_voices,fractal_dimension,num_notes,pitch_std,pitch_range,number_of_instruments,unique_note_values,average_beat_gap,most_common_note,average_note_length,largest_leap,orch_outer_voice_motion_index,orch_harmonic_change_entropy,orch_global_npvi
1793.csv,Mozart,7,3.2119,5.0281,10.6142,2.7149,2.1851,1.3785,2391,0.3337369449651379,3.3333333333332997,3,48,0.14194560669456066,0.2986198243412798,0.4028893071239383,2.9166666666667,39.51367781155015,3.1345060468088737,45.33220455359354
2443.csv,Beethoven,1,3.4088,5.6243,13.6233,3.5586,1.0,1.5903,5188,0.7441473913437653,6.875000000003,1,44,0.21563524195103143,0.3245952197378566,0.9061576394250201,5.500000000003,50.86092715231788,3.552944111952048,23.901897082549155
2292.csv,Bach,0,3.1076,4.7653,14.281,2.5895,1.0,1.1911,606,0.3133683352413751,1.9083333333333,1,14,0.15545454545454546,0.66996699669967,0.4127612761276065,1.75,50.0,2.939115172252282,92.20511953787788
2325.csv,Beethoven,1,3.3616,5.6351,10.1552,3.3226,1.0,1.5148,6591,0.8198331324242278,5.9062499999966995,1,36,0.2396813353566009,0.5519648004855106,0.7893939968635403,5.749999999997,48.233695652173914,3.3099341784004306,27.834856445770598
2222.csv,Bach,0,3.0639,3.9445,6.1175,1.1318,1.0,1.0668,1048,0.3497006059342272,1.5,1,3,0.6170009551098377,0.6221374045801527,0.7290076335877863,1.5,100.0,2.6003915647102542,22.594181816675103
2198.csv,Bach,0,3.2499,4.9102,10.2895,3.6397,1.0,1.2538,747,0.6804242293904074,9.9375,1,14,0.19839142091152814,0.5327978580990629,0.7412985274431058,9.5,35.338345864661655,2.384220472374823,28.36996330138299
2555.csv,Beethoven,1,3.3004,5.5902,10.9271,3.0592,1.0,1.3426,1496,0.43615474296959345,5.95833333333,1,53,0.14581939799331103,0.3382352941176471,0.49319713680896843,4.0,26.785714285714285,3.122079988940969,24.882479465710922
2570.csv,Beethoven,1,3.2739,5.4385,14.6499,2.6875,1.6593,1.565,5970,0.5987794563903095,4.9625,2,63,0.16954263695761435,0.24706867671691793,0.41636341429374557,4.8125,37.404580152671755,3.5751109860828354,42.30400513780268
2603.csv,Beethoven,1,3.2068,5.3189,11.9008,3.0063,1.0,1.4943,3307,0.5662422884369586,3.95833333333,1,19,0.18572292800967938,0.4847293619594799,0.5629189345825262,3.749999999997,57.650273224043715,2.9705785344485927,28.83144993046376
1859.csv,Mozart,7,3.258,4.9362,9.8678,2.7627,2.1663,1.4004,2604,0.7547637380444944,11.275,3,33,0.32155205532078374,0.34523809523809523,0.8420378904249854,10.6,40.57724957555178,2.54910153038181,37.67302957035984
1756.csv,Schubert,9,3.4561,5.5309,12.2677,2.9435,1.0,1.5252,3408,0.794836857264662,6.9666666666667,1,14,0.23715879072497797,0.41226525821596244,0.5986624608762319,6.666666666667,58.6890243902439,2.94441635969302,32.53224361767387
1922.csv,Dvorak,4,3.2601,5.1233,9.7101,3.4941,2.4152,1.3533,1722,0.9831278424668495,11.9375,3,17,0.3346891342242882,0.32578397212543553,1.1681329849012694,11.041666666667,41.96078431372549,2.7237652654063953,31.618654546828044
1771.csv,Schubert,9,3.3267,5.2209,10.953,2.501,1.0,1.5592,5983,0.4870523568323962,3.95,1,19,0.1852223336676697,0.4736754136720709,0.434793024681043,3.75,26.27118644067797,3.2935891208302435,33.402838630377815
2509.csv,Beethoven,1,3.452,5.3273,9.7664,2.6848,1.0,1.5191,4042,0.6162676474224594,8.42708333333,1,49,0.22457312546399405,0.3644235526966848,0.5842069726204225,7.999999999997,30.38229376257545,3.002000915965557,32.015220730738655
2358.csv,Beethoven,1,3.0794,4.8969,10.8663,2.6677,1.0,1.287,1213,1.1286421864557414,8.749999999997,1,8,0.5272277227722773,0.5671887881286067,1.258338485846915,7.999999999997,13.953488372093023,1.9626316981794971,46.45502869621448
2373.csv,Beethoven,1,3.2106,4.8768,9.8289,2.1782,1.0,1.4182,1760,0.31460224134573506,1.9374999999967,1,19,0.1617396247868107,0.5073863636363637,0.3915127840905223,1.749999999997,43.39080459770115,2.744593295063211,23.403474456102458
2406.csv,Beethoven,1,3.4525,5.4736,10.9089,3.2248,1.0,1.4537,3811,1.2280595001045607,12.843749999967,1,61,0.39898293963254594,0.37496720020991864,1.4054792049332536,11.000000000033,46.737481031866466,3.4815351673963413,22.96551563653126
2564.csv,Beethoven,1,3.2287,5.0177,9.8018,3.0877,1.0,1.3537,2186,0.8428320340619068,8.875000000003,1,28,0.31441647597254,0.5036596523330283,1.036010407137072,8.000000000003,45.14285714285714,2.8033126245134206,34.87392132874039
2200.csv,Bach,0,3.241,4.9314,12.4435,2.9202,1.0,1.1929,745,0.42359184677092804,3.75,1,14,0.17951948924731181,0.4684563758389262,0.5118568232661825,3.75,46.666666666666664,3.0554957629343873,93.67485368045732
2209.csv,Bach,0,3.2513,4.9414,11.906,3.621,1.0,1.3222,1309,0.6460974187472445,7.75,1,31,0.1744170489296636,0.47517188693659285,0.6310064935065294,7.75,45.614035087719294,3.307772434378407,89.75920186404812
2588.csv,Beethoven,1,3.0473,4.9377,12.6301,2.8862,1.0,1.5129,3310,0.5245933542100909,5.91666666667,1,20,0.19703838017527955,0.37250755287009063,0.6757836102723891,5.500000000003,23.751686909581647,3.354005485515456,30.090910753981397
1916.csv,Dvorak,4,3.4285,5.4652,13.7267,2.9161,2.276,1.5953,6544,0.5640541935163841,9.8166666666667,3,27,0.1644505578480819,0.5518031784841075,0.5386537286061804,9.441666666667,38.638297872340424,3.5254612365701545,28.750978738442093
1765.csv,Schubert,9,3.3495,5.4542,13.1548,3.3376,1.0,1.6502,6369,0.4015622914428637,4.9333333333333,1,28,0.1350502512562814,0.27900769351546556,0.4739584968859253,3.0,57.001647446457994,3.395355374301279,28.854682354946767
1931.csv,Dvorak,4,3.0263,4.599,9.7853,2.4601,1.7915,1.3288,2390,0.9321872991226334,18.3000000000001,3,62,0.2440351611552951,0.25230125523012553,0.7144316596931698,18.299999999999997,49.43396226415094,2.8506976640932105,26.245524823804555
1813.csv,Mozart,7,2.9028,4.4342,8.715,3.5311,2.8312,1.414,5527,0.35690770105715425,16.4708333333334,4,28,0.07980456026064658,0.3397865026234847,0.25925381460710006,16.25,33.29989969909729,3.305879683505119,35.323432605481585
2533.csv,Beethoven,1,3.2111,5.4617,12.0986,3.1671,1.0,1.5525,8033,1.0250384196481679,10.791666666633,1,68,0.3219621513944223,0.24971990539026515,1.0567204552049783,10.791666666633,37.344398340248965,3.5790818259791437,39.837200611252925
2415.csv,Beethoven,1,2.9985,4.5621,10.8677,3.115,2.0,1.2571,1445,0.35084093801247973,4.3125,3,22,0.09418282548476455,0.3231833910034602,0.27737889273356403,4.25,37.22943722943723,2.8468963903724562,19.522757078512026
2161.csv,Brahms,2,3.2961,5.5166,15.2732,4.2755,2.0648,1.5802,6367,1.801892024185155,49.0520833333,3,118,0.36207979893182535,0.3764724359981153,1.4616839432483986,48.354166666633,35.472496473906915,2.7263987194771344,13.339514421458295
2621.csv,Beethoven,1,3.3525,5.2897,9.5466,3.2577,2.394,1.5506,6293,1.4901604635181434,23.8333333333,3,57,0.255403687221869,0.3092324805339266,0.8560404417600718,22.999999999967002,36.33516053249804,3.4005867105423433,19.183117101780333
1789.csv,Mozart,7,3.2119,5.0281,10.6142,2.7149,2.1851,1.3768,2391,0.3337369449651379,3.3333333333332997,3,48,0.14194560669456066,0.2986198243412798,0.4028893071239383,2.9166666666667,39.51367781155015,3.1345060468088737,41.140387278258686
1734.csv,Schubert,9,3.2559,5.3591,11.0599,2.888,1.0,1.4658,2922,0.9216722267331786,8.95,1,19,0.30988246034463096,0.25564681724845995,0.6972108145106044,8.9,18.238993710691823,2.538556984895392,43.62896110856415
2288.csv,Bach,0,3.3254,4.4115,4.8261,1.0,1.0,1.0888,760,0.0414785817992336,0.75,1,3,0.2519762845849802,0.9947368421052631,0.24254385964878947,0.75,0.0,2.6688456858351386,22.701605929311622
2218.csv,Bach,0,3.0752,4.0723,4.2853,1.0362,1.0,1.0822,972,0.15066683589181337,1.125,1,5,0.19644696189495364,0.5390946502057613,0.21965020576131689,1.0,0.0,2.4329502847554956,35.50834823470362
2082.csv,Cambini,3,3.1999,4.8299,9.7854,3.2317,3.2317,1.2585,2159,0.39238273605419216,3.4192708333333,5,38,0.11121408711770157,0.22417786012042612,0.3755874150842601,3.3125,31.058020477815703,2.8346482102251453,37.555227069294425
2494.csv,Beethoven,1,3.3925,5.4053,12.6705,3.6944,2.6247,1.4883,3127,0.879459151284653,7.822916666663,3,29,0.19465770953294945,0.4042212983690438,0.6826531020143441,7.656249999997,30.194319880418536,2.7233697169754847,33.294526925335845
1822.csv,Mozart,7,3.2423,4.9236,8.5443,2.7321,2.1994,1.5114,4414,0.4383562149183641,7.9166666666667,3,41,0.14236347156129617,0.3173991844132306,0.39769105875247834,7.875,40.95890410958904,3.1893255776425167,34.65521586021221
2527.csv,Beethoven,1,3.2513,5.196,10.7966,2.339,1.0,1.4524,2858,0.8746506322585353,8.874999999997,1,16,0.407770388519426,0.37823652904128763,1.0165252507572635,7.999999999997,33.05555555555556,3.2091827048208734,33.48664662661291
2376.csv,Beethoven,1,3.4335,5.3535,11.6278,3.0772,2.3755,1.5887,6544,0.647357969350859,14.9166666666333,3,34,0.14809720311783586,0.4621026894865526,0.4728568154029543,12.499999999967,38.866930171278,3.239506707927604,31.267818952374935
2542.csv,Beethoven,1,3.2431,5.3723,11.8435,2.9663,1.0,1.5441,5496,0.4496765686711162,8.94791666667,1,64,0.16960873521383074,0.4190320232896652,0.5246144923575894,8.000000000003,38.72093023255814,3.3596832558144363,32.058420123804765
2391.csv,Beethoven,1,3.3194,5.2704,10.2571,2.9029,1.0,1.4518,3980,1.3561281648380301,27.9687499999667,1,61,0.31967831113345063,0.40376884422110554,0.9999555066994258,26.49999999997,22.417153996101362,3.088406959954512,24.695518123181156
2424.csv,Beethoven,1,3.3045,4.9092,9.326,2.6675,1.0,1.285,1596,0.6336140557752349,9.749999999997,1,12,0.3510971786833856,0.4818295739348371,0.9150349832909523,9.499999999997,26.70807453416149,2.0634351556659376,32.67072121843377
1728.csv,Schubert,9,3.3069,5.3145,12.1742,4.698,3.0006,1.5105,5545,1.1885015206603977,23.875,5,12,0.21726190476190477,0.4084761045987376,0.9286293958521138,23.0,37.745098039215684,1.7323802880591952,28.711690352866793
2297.csv,Bach,0,3.0114,3.8145,3.3773,1.0356,1.0,1.1156,1350,0.4399847808316551,2.75,1,6,0.49592290585618976,0.47555555555555556,0.5488888888888889,2.75,12.5,2.160884423613633,50.50473947099965
2179.csv,Ravel,8,3.5255,5.3495,9.6664,3.3333,2.4169,1.3127,3466,0.7873229846663826,26.5000000000334,3,79,0.1255952380952381,0.2830351990767455,0.43019541017488,26.4166666667,21.15677321156773,2.628298708598207,33.26874977895897
2345.csv,Beethoven,1,3.1853,5.2793,13.1598,3.5456,1.0,1.5001,6548,0.6750663928756675,7.874999999997,1,41,0.16618298457308692,0.8208613317043372,0.6489115633267631,7.83333333333,22.86282306163022,3.2726280413258837,24.21237111640297
2194.csv,Bach,0,3.236,4.8767,12.5502,1.9315,1.0,1.002,499,1.095985559997277,8.633333333333,1,14,0.7174698795180723,0.4529058116232465,1.4097194388778236,8.0,0.0,2.764406295736794,47.29116353394253
2227.csv,Bach,0,3.2836,4.7751,10.2225,2.7105,1.0,1.194,891,0.4563139576333496,5.9166666666667,1,34,0.14452247191011236,0.36475869809203143,0.394149831649829,5.520833333333,20.0,3.030587220523422,68.88542842494223
2076.csv,Cambini,3,3.1358,4.745,10.0636,2.772,2.772,1.1971,1180,0.7192811814982151,7.4375,5,38,0.16030534351145037,0.22033898305084745,0.47331920903939395,7.28125,46.320346320346324,2.4693714787907686,37.28024665009325
2242.csv,Bach,0,3.2732,4.5392,6.6595,1.4843,1.2893,1.2535,1631,0.23583171545061357,1.9374999999967,3,12,0.22914110429447854,0.47946045370938073,0.3854486000405036,1.749999999997,21.52777777777778,3.136086377163763,23.872089593663237
2678.csv,Beethoven,1,3.3231,5.2335,9.7868,2.3281,1.0,1.4146,3373,0.42620552663382916,5.4374999999966995,1,22,0.15680604982206406,0.6080640379484139,0.38821770925938215,4.749999999997,18.88888888888889,3.405339459325948,29.708126435841493
2148.csv,Brahms,2,3.4493,5.5851,13.7152,5.2231,2.9578,1.7022,11381,0.5863530333071166,6.59375,4,39,0.1313708260105448,0.15297425533784378,0.6966032568899446,5.916666666667,42.88901282766314,4.0310925319457285,25.8546261808924
2575.csv,Beethoven,1,3.201,4.7746,8.8449,2.8104,1.0,1.29,1639,0.3017553969296133,3.95833333333,1,15,0.08852258852258853,0.5216595485051861,0.29069427496421546,3.749999999997,57.183098591549296,2.120282436115648,23.37875844863541
2608.csv,Beethoven,1,3.2133,5.3128,15.2425,2.6794,1.0,1.4876,4137,1.0851815342228803,29.374999999967,1,31,0.2671663442940039,0.44017403915881076,0.726268531947229,28.499999999967002,40.487804878048784,3.397764818957239,29.97954542345698
1752.csv,Schubert,9,3.2893,5.3895,13.5401,2.4508,1.0,1.4779,3889,0.5443782826126433,3.9666666666667,1,14,0.2698045267489712,0.4836718950887118,0.6526227822062227,3.5,25.391849529780565,3.3814748025074675,28.199055845056744
2472.csv,Beethoven,1,3.3112,5.3348,11.1194,2.9523,1.0,1.4627,2371,0.6014517276460634,5.666666666663,1,9,0.33565400843881854,0.5149725854070013,0.9540146562626682,4.999999999997,33.46153846153846,2.5728655382286054,29.57798056016106
2505.csv,Beethoven,1,3.0658,4.7214,10.4487,3.984,2.5687,1.387,2381,1.0626274075463527,20.75,4,19,0.32521008403361346,0.33599328013439733,1.4027089458210833,19.0,29.599999999999998,2.8980344187632903,39.21960092476245
2560.csv,Beethoven,1,3.1185,4.991,11.3724,3.042,2.3178,1.3751,2273,0.45742172393147185,7.4374999999966995,3,32,0.1253301056338028,0.36295644522657283,0.38610408417616804,7.312499999997,44.713656387665196,2.6838135722263123,38.949860502067935
1776.csv,Schubert,9,3.3776,5.4102,11.3933,3.7321,1.0,1.5643,5104,0.4546326860710031,3.4666666666667,1,23,0.12228101116990006,0.2733150470219436,0.4099317528735656,3.0,28.67274569402229,3.031345242012295,39.20176540795333
2308.csv,Bach,0,3.2695,4.9595,12.1203,2.8168,1.0,1.2274,558,1.114415017144757,17.816666666667,1,18,0.30197486535008977,0.6738351254480287,0.9002240143369499,17.5,34.24657534246575,2.8546274545111117,50.934146822171805
2157.csv,Brahms,2,3.3269,5.2369,11.8652,3.7577,2.3142,1.5894,6877,0.4783611491317892,14.718749999967,3,35,0.14805119255381036,0.2330958266686055,0.5465137414568698,14.343749999967,48.943661971830984,3.5675132308844377,33.828295921846994
2466.csv,Beethoven,1,3.2738,5.2551,12.9966,2.7337,1.6119,1.491,3566,0.5472837874636911,3.9375,2,54,0.1866584852734923,0.22910824453168815,0.5037841112240605,3.751953125,45.65587734241908,3.195662015589527,31.975083931486786
2632.csv,Beethoven,1,3.1037,4.9154,10.5209,2.5562,1.0,1.3953,2057,0.40257596306681404,2.874999999997,1,10,0.24331225680933852,0.5454545454545454,0.6554802706201609,2.499999999997,42.33576642335766,2.98300598241938,19.68391698077383
2481.csv,Beethoven,1,3.0146,4.9112,12.1043,2.7127,2.0825,1.3728,2071,0.7821746402727155,6.73958333333,3,11,0.39106280193236714,0.48913568324480927,1.0698032351513151,5.999999999997,45.96774193548387,2.67207922215644,23.820272758037724
2514.csv,Beethoven,1,3.1988,5.0095,9.6634,3.2163,1.0,1.3499,1439,0.5135771575503638,4.4374999999966995,1,16,0.16481223922114047,0.4044475330090341,0.5938947764645862,4.249999999997,50.0,2.548407755581702,29.38415167632955
2411.csv,Beethoven,1,3.2622,5.0541,11.9747,3.158,1.0,1.3642,1425,0.6077012313945641,8.9791666666633,1,9,0.4529494382022472,0.5789473684210527,1.4262061403493067,7.5,68.23204419889503,2.4537169233639515,21.38649812118887
1818.csv,Mozart,7,3.0271,4.5647,9.4451,4.1643,2.5603,1.3323,2232,0.970394625378832,19.959375,3,48,0.15777678171223666,0.2620967741935484,0.6524020870669085,19.740625,30.704225352112672,2.8947563561120546,29.984703501694497
2538.csv,Beethoven,1,2.9474,4.5217,9.8387,1.9777,1.0,1.1428,1278,0.34852330611766413,1.749999999997,1,8,0.2803445575567737,0.5086071987480438,0.5778071205003247,1.749999999997,45.19230769230769,2.4935499505093337,32.31152674001276
1730.csv,Schubert,9,3.3132,5.5209,14.3799,5.3956,3.4841,1.5919,7827,0.8731771397192393,31.875,5,18,0.12829031433682597,0.2606362591031046,0.6192347003959856,31.75,50.68198133524767,3.1265539785050516,37.08949973539729
2284.csv,Bach,0,3.1392,4.7443,13.1236,2.3824,1.774,1.2526,988,0.3472476392334548,4.2083333333333,2,19,0.12107396149949341,0.3694331983805668,0.34697621457464783,3.760416666667,49.76744186046512,2.6408255960430753,32.82886138777853
2166.csv,Faure,5,3.4774,5.4098,12.8237,4.4612,3.2711,1.6094,7683,0.761059509096789,12.7499999999667,4,87,0.11377245508982035,0.2983209683717298,0.5313164345521756,12.718749999967,42.857142857142854,3.705040347568282,18.383904176135836
2214.csv,Bach,0,3.2151,4.5042,8.7228,1.9717,1.0,1.1688,1094,0.44642056552514425,7.9583333333333,1,18,0.13837679170448308,0.9552102376599635,0.28361898232784954,7.75,30.28322440087146,2.350097606319351,22.194638478225905
2593.csv,Beethoven,1,3.2538,5.1747,9.8762,2.5412,1.0,1.5033,4606,0.6664254776478765,4.374999999997,1,26,0.2221498371335505,0.4075119409465914,0.6269924193076055,3.0,21.09777015437393,3.0245497515099498,31.78441480485624
2626.csv,Beethoven,1,3.3358,5.2948,10.6382,3.4333,1.6913,1.5577,7676,0.4921746324650814,5.874999999997,2,31,0.14697068403908795,0.3157894736842105,0.532045227548859,5.666666666663,54.69897209985316,3.3487987782903064,30.041267318202546
2490.csv,Beethoven,1,3.3598,5.4329,11.0775,3.4805,1.0,1.3801,1484,0.465101333870222,2.9374999999967,1,24,0.18071476736345246,0.2863881401617251,0.609831255614957,2.499999999997,26.94610778443114,2.628540217285521,53.961654358949986
2523.csv,Beethoven,1,3.2086,5.2529,13.1001,3.1738,1.6949,1.5168,6377,0.3118470811676527,10.4479166666333,2,29,0.08751568381430364,0.5739375882076211,0.28369694474898793,10.249999999967,30.542986425339368,3.428289363292611,22.63281087855089
2420.csv,Beethoven,1,3.2453,5.2789,12.6649,2.7499,1.605,1.4898,2767,0.9195180440750135,11.875,2,26,0.37988069414316705,0.23202023852547884,0.9459421304662089,11.0,33.92330383480826,3.31585424170471,46.74088059948707
1739.csv,Schubert,9,3.3255,5.3944,13.1324,3.6842,2.1859,1.5877,9594,0.5409095102159299,14.7499999999667,3,43,0.14401125820911082,0.3260371065249114,0.4928188624834325,14.5833333333,70.01394700139471,3.292476110226812,37.37167456315609
2444.csv,Beethoven,1,3.5407,5.7665,13.146,2.7737,1.0,1.6503,8438,0.440617508848555,6.9687499999966995,1,30,0.1467346213108925,0.4593505570040294,0.39528274867617524,6.249999999997,31.748878923766817,3.9484575668457786,33.28165860866831
2293.csv,Bach,0,3.4027,4.3913,5.3782,1.0296,1.0,0.9866,826,0.1647297383964349,1.75,1,7,0.43636363636363634,0.7142857142857143,0.45581113801452783,1.5,0.0,2.9443876995542024,22.88083828252194
2341.csv,Beethoven,1,3.0864,4.9098,10.8816,3.3349,1.7159,1.4326,3118,0.5804957053181921,9.9062499999967,2,33,0.1881616939364774,0.2764592687620269,0.633599262347312,9.666666666663,44.620253164556964,3.039346110174229,40.6870133784688
2247.csv,Bach,0,3.0511,4.6449,10.5902,2.585,1.0,1.1605,733,0.4052363641086704,3.75,1,10,0.15097336065573772,0.7162346521145976,0.4034220100045471,3.75,40.77669902912621,2.729174294796311,23.913838278130072
2659.csv,Bach,0,3.2036,4.1364,3.8873,1.0,1.0,1.0169,569,0.2477278613609742,5.000000000003,1,4,1.0105633802816902,0.9947275922671354,0.9949838898656098,5.000000000003,0.0,2.5496147656096686,45.938956481206
2571.csv,Beethoven,1,3.1197,5.207,11.1743,3.0465,1.6079,1.5219,3363,0.44454993033107104,4.96875,2,56,0.13548483045806067,0.18822479928635147,0.42579913767473804,4.925,17.50741839762611,3.3337702135975937,40.70637567653424
2335.csv,Beethoven,1,3.0858,4.9089,10.9468,3.3475,1.7182,1.4325,3119,0.5804024961320742,9.9062499999967,2,33,0.19058691468890315,0.27637063161269637,0.6335263706312659,9.666666666663,44.479495268138805,3.039374294127575,39.46145156512637
2501.csv,Beethoven,1,3.2929,5.3368,10.7139,3.5836,1.752,1.369,2406,0.3601156816403461,3.4765625,2,52,0.08778586278586278,0.2489609310058188,0.2937821461970075,3.40234375,28.37837837837838,2.960765416498966,32.24105482758542
2350.csv,Beethoven,1,3.2058,4.9077,9.7956,4.0221,1.0,1.2875,1141,1.043130344563744,11.749999999967,1,11,0.23858735380116958,0.642418930762489,1.0760389278403901,11.3333333333,0.0,2.4062722478420335,18.634610248116527
1757.csv,Schubert,9,3.4116,5.5049,13.4054,2.5944,1.0,1.6262,6611,0.39591066914828066,6.4166666666666,1,37,0.16838124054462936,0.2917864165784299,0.4761924570160937,6.375,42.34567901234568,3.6037760175637863,26.744589449525588
1772.csv,Schubert,9,3.2834,4.9499,9.5112,3.068,1.0,1.4,2225,0.34773462184677484,1.99166666666667,1,20,0.1110611510791367,0.22202247191011237,0.29215730337085843,1.99166666666666,33.04157549234136,2.6566089425544726,55.245472151592814
1805.csv,Mozart,7,3.2588,4.9768,9.6213,2.9423,2.2198,1.4652,3619,0.5542730812096853,8.35,3,53,0.187534549474848,0.2373583862945565,0.5544234134659414,7.999999999999999,32.99565846599132,3.1805183261959478,29.00762464834845
2359.csv,Beethoven,1,3.1081,5.1608,15.3982,2.9157,1.0,1.4303,2638,1.279572095452071,17.500000000033,1,28,0.48350398179749715,0.45754359363153907,1.3081090472594246,17.500000000033,38.96848137535817,2.986139287887271,30.54707316445804
2138.csv,Brahms,2,3.3667,5.1074,10.1977,3.0728,2.3132,1.3728,1974,0.34910141079765605,5.11458333333,3,27,0.1469842878864673,0.196048632218845,0.4559033054710253,4.83333333333,43.48958333333333,2.6576490686124177,39.97239501002333
