file_name,composer,composer_label,pitch_entropy,rhythmic_entropy,average_interval_size,average_vertical_density,average_polyphonic_voices,fractal_dimension,num_notes,pitch_std,pitch_range,number_of_instruments,unique_note_values,average_beat_gap,most_common_note,average_note_length,largest_leap,orch_outer_voice_motion_index,orch_harmonic_change_entropy,orch_global_npvi
2555.csv,Beethoven,1,3.3004,5.5902,10.9271,3.0592,1.0,1.3426,1496,0.4361547429695934,5.95833333333,1,53,0.145819397993311,0.3382352941176471,0.4931971368089684,4.0,26.785714285714285,3.122079988940969,24.88247946571092
2570.csv,Beethoven,1,3.2739,5.4385,14.6499,2.6875,1.6593,1.565,5970,0.5987794563903095,4.9625,2,63,0.1695426369576143,0.2470686767169179,0.4163634142937455,4.8125,37.40458015267176,3.5751109860828354,42.30400513780268
2603.csv,Beethoven,1,3.2068,5.3189,11.9008,3.0063,1.0,1.4943,3307,0.5662422884369586,3.95833333333,1,19,0.1857229280096793,0.4847293619594799,0.5629189345825262,3.749999999997,57.65027322404372,2.9705785344485927,28.83144993046376
2509.csv,Beethoven,1,3.452,5.3273,9.7664,2.6848,1.0,1.5191,4042,0.6162676474224594,8.42708333333,1,49,0.224573125463994,0.3644235526966848,0.5842069726204225,7.999999999997,30.38229376257545,3.002000915965557,32.015220730738655
2358.csv,Beethoven,1,3.0794,4.8969,10.8663,2.6677,1.0,1.287,1213,1.1286421864557414,8.749999999997,1,8,0.5272277227722773,0.5671887881286067,1.258338485846915,7.999999999997,13.953488372093023,1.962631698179497,46.45502869621448
2373.csv,Beethoven,1,3.2106,4.8768,9.8289,2.1782,1.0,1.4182,1760,0.314602241345735,1.9374999999967,1,19,0.1617396247868107,0.5073863636363637,0.3915127840905223,1.749999999997,43.39080459770115,2.744593295063211,23.403474456102455
2406.csv,Beethoven,1,3.4525,5.4736,10.9089,3.2248,1.0,1.4537,3811,1.2280595001045609,12.843749999967,1,61,0.3989829396325459,0.3749672002099186,1.4054792049332536,11.000000000033,46.73748103186647,3.4815351673963413,22.96551563653126
2564.csv,Beethoven,1,3.2287,5.0177,9.8018,3.0877,1.0,1.3537,2186,0.8428320340619068,8.875000000003,1,28,0.31441647597254,0.5036596523330283,1.036010407137072,8.000000000003,45.14285714285714,2.803312624513421,34.87392132874039
2588.csv,Beethoven,1,3.0473,4.9377,12.6301,2.8862,1.0,1.5129,3310,0.5245933542100909,5.91666666667,1,20,0.1970383801752795,0.3725075528700906,0.6757836102723891,5.500000000003,23.751686909581647,3.354005485515456,30.0909107539814
2533.csv,Beethoven,1,3.2111,5.4617,12.0986,3.1671,1.0,1.5525,8033,1.025038419648168,10.791666666633,1,68,0.3219621513944223,0.2497199053902651,1.0567204552049785,10.791666666633,37.344398340248965,3.579081825979144,39.837200611252925
2415.csv,Beethoven,1,2.9985,4.5621,10.8677,3.115,2.0,1.2571,1445,0.3508409380124797,4.3125,3,22,0.0941828254847645,0.3231833910034602,0.277378892733564,4.25,37.22943722943723,2.846896390372456,19.522757078512026
2621.csv,Beethoven,1,3.3525,5.2897,9.5466,3.2577,2.394,1.5506,6293,1.4901604635181434,23.8333333333,3,57,0.255403687221869,0.3092324805339266,0.8560404417600718,22.999999999967,36.33516053249804,3.4005867105423437,19.183117101780333
2494.csv,Beethoven,1,3.3925,5.4053,12.6705,3.6944,2.6247,1.4883,3127,0.879459151284653,7.822916666663,3,29,0.1946577095329494,0.4042212983690438,0.6826531020143441,7.656249999997,30.194319880418536,2.7233697169754847,33.294526925335845
2527.csv,Beethoven,1,3.2513,5.196,10.7966,2.339,1.0,1.4524,2858,0.8746506322585353,8.874999999997,1,16,0.407770388519426,0.3782365290412876,1.0165252507572635,7.999999999997,33.05555555555556,3.2091827048208734,33.48664662661291
2376.csv,Beethoven,1,3.4335,5.3535,11.6278,3.0772,2.3755,1.5887,6544,0.647357969350859,14.9166666666333,3,34,0.1480972031178358,0.4621026894865526,0.4728568154029543,12.499999999967,38.866930171278,3.239506707927604,31.26781895237493
2542.csv,Beethoven,1,3.2431,5.3723,11.8435,2.9663,1.0,1.5441,5496,0.4496765686711162,8.94791666667,1,64,0.1696087352138307,0.4190320232896652,0.5246144923575894,8.000000000003,38.72093023255814,3.3596832558144363,32.058420123804765
2391.csv,Beethoven,1,3.3194,5.2704,10.2571,2.9029,1.0,1.4518,3980,1.35612816483803,27.9687499999667,1,61,0.3196783111334506,0.4037688442211055,0.9999555066994258,26.49999999997,22.41715399610136,3.088406959954512,24.69551812318116
2424.csv,Beethoven,1,3.3045,4.9092,9.326,2.6675,1.0,1.285,1596,0.6336140557752349,9.749999999997,1,12,0.3510971786833856,0.4818295739348371,0.9150349832909525,9.499999999997,26.70807453416149,2.0634351556659376,32.67072121843377
2345.csv,Beethoven,1,3.1853,5.2793,13.1598,3.5456,1.0,1.5001,6548,0.6750663928756675,7.874999999997,1,41,0.1661829845730869,0.8208613317043372,0.6489115633267631,7.83333333333,22.86282306163022,3.272628041325884,24.21237111640297
2678.csv,Beethoven,1,3.3231,5.2335,9.7868,2.3281,1.0,1.4146,3373,0.4262055266338291,5.4374999999967,1,22,0.156806049822064,0.6080640379484139,0.3882177092593821,4.749999999997,18.88888888888889,3.405339459325948,29.708126435841493
2575.csv,Beethoven,1,3.201,4.7746,8.8449,2.8104,1.0,1.29,1639,0.3017553969296133,3.95833333333,1,15,0.0885225885225885,0.5216595485051861,0.2906942749642154,3.749999999997,57.183098591549296,2.120282436115648,23.37875844863541
2608.csv,Beethoven,1,3.2133,5.3128,15.2425,2.6794,1.0,1.4876,4137,1.0851815342228803,29.374999999967,1,31,0.2671663442940039,0.4401740391588107,0.726268531947229,28.499999999967,40.487804878048784,3.397764818957239,29.97954542345698
2472.csv,Beethoven,1,3.3112,5.3348,11.1194,2.9523,1.0,1.4627,2371,0.6014517276460634,5.666666666663,1,9,0.3356540084388185,0.5149725854070013,0.9540146562626682,4.999999999997,33.46153846153846,2.5728655382286054,29.57798056016106
2505.csv,Beethoven,1,3.0658,4.7214,10.4487,3.984,2.5687,1.387,2381,1.0626274075463529,20.75,4,19,0.3252100840336134,0.3359932801343973,1.4027089458210833,19.0,29.6,2.8980344187632903,39.21960092476245
2560.csv,Beethoven,1,3.1185,4.991,11.3724,3.042,2.3178,1.3751,2273,0.4574217239314718,7.4374999999966995,3,32,0.1253301056338028,0.3629564452265728,0.386104084176168,7.312499999997,44.7136563876652,2.6838135722263123,38.949860502067935
2466.csv,Beethoven,1,3.2738,5.2551,12.9966,2.7337,1.6119,1.491,3566,0.5472837874636911,3.9375,2,54,0.1866584852734923,0.2291082445316881,0.5037841112240605,3.751953125,45.65587734241908,3.195662015589527,31.975083931486783
2632.csv,Beethoven,1,3.1037,4.9154,10.5209,2.5562,1.0,1.3953,2057,0.402575963066814,2.874999999997,1,10,0.2433122568093385,0.5454545454545454,0.6554802706201609,2.499999999997,42.33576642335766,2.98300598241938,19.68391698077383
2481.csv,Beethoven,1,3.0146,4.9112,12.1043,2.7127,2.0825,1.3728,2071,0.7821746402727155,6.73958333333,3,11,0.3910628019323671,0.4891356832448092,1.0698032351513151,5.999999999997,45.96774193548387,2.67207922215644,23.820272758037724
2514.csv,Beethoven,1,3.1988,5.0095,9.6634,3.2163,1.0,1.3499,1439,0.5135771575503638,4.4374999999967,1,16,0.1648122392211404,0.4044475330090341,0.5938947764645862,4.249999999997,50.0,2.548407755581702,29.38415167632955
2411.csv,Beethoven,1,3.2622,5.0541,11.9747,3.158,1.0,1.3642,1425,0.6077012313945641,8.9791666666633,1,9,0.4529494382022472,0.5789473684210527,1.4262061403493067,7.5,68.23204419889503,2.4537169233639515,21.38649812118887
2538.csv,Beethoven,1,2.9474,4.5217,9.8387,1.9777,1.0,1.1428,1278,0.3485233061176641,1.749999999997,1,8,0.2803445575567737,0.5086071987480438,0.5778071205003247,1.749999999997,45.19230769230769,2.4935499505093337,32.31152674001276
2593.csv,Beethoven,1,3.2538,5.1747,9.8762,2.5412,1.0,1.5033,4606,0.6664254776478765,4.374999999997,1,26,0.2221498371335505,0.4075119409465914,0.6269924193076055,3.0,21.09777015437393,3.0245497515099498,31.78441480485624
2626.csv,Beethoven,1,3.3358,5.2948,10.6382,3.4333,1.6913,1.5577,7676,0.4921746324650814,5.874999999997,2,31,0.1469706840390879,0.3157894736842105,0.532045227548859,5.666666666663,54.69897209985316,3.3487987782903064,30.041267318202543
2490.csv,Beethoven,1,3.3598,5.4329,11.0775,3.4805,1.0,1.3801,1484,0.465101333870222,2.9374999999967,1,24,0.1807147673634524,0.2863881401617251,0.609831255614957,2.499999999997,26.94610778443114,2.628540217285521,53.96165435894999
2523.csv,Beethoven,1,3.2086,5.2529,13.1001,3.1738,1.6949,1.5168,6377,0.3118470811676527,10.4479166666333,2,29,0.0875156838143036,0.5739375882076211,0.2836969447489879,10.249999999967,30.542986425339368,3.428289363292611,22.63281087855089
2420.csv,Beethoven,1,3.2453,5.2789,12.6649,2.7499,1.605,1.4898,2767,0.9195180440750136,11.875,2,26,0.379880694143167,0.2320202385254788,0.9459421304662088,11.0,33.92330383480826,3.31585424170471,46.74088059948707
2444.csv,Beethoven,1,3.5407,5.7665,13.146,2.7737,1.0,1.6503,8438,0.440617508848555,6.9687499999967,1,30,0.1467346213108925,0.4593505570040294,0.3952827486761752,6.249999999997,31.748878923766817,3.948457566845778,33.28165860866831
2341.csv,Beethoven,1,3.0864,4.9098,10.8816,3.3349,1.7159,1.4326,3118,0.5804957053181921,9.9062499999967,2,33,0.1881616939364774,0.2764592687620269,0.633599262347312,9.666666666663,44.62025316455696,3.039346110174229,40.6870133784688
2571.csv,Beethoven,1,3.1197,5.207,11.1743,3.0465,1.6079,1.5219,3363,0.444549930331071,4.96875,2,56,0.1354848304580606,0.1882247992863514,0.425799137674738,4.925,17.50741839762611,3.3337702135975937,40.70637567653424
2335.csv,Beethoven,1,3.0858,4.9089,10.9468,3.3475,1.7182,1.4325,3119,0.5804024961320742,9.9062499999967,2,33,0.1905869146889031,0.2763706316126963,0.6335263706312659,9.666666666663,44.479495268138805,3.039374294127575,39.46145156512637
2501.csv,Beethoven,1,3.2929,5.3368,10.7139,3.5836,1.752,1.369,2406,0.3601156816403461,3.4765625,2,52,0.0877858627858627,0.2489609310058188,0.2937821461970075,3.40234375,28.37837837837838,2.960765416498966,32.24105482758542
2350.csv,Beethoven,1,3.2058,4.9077,9.7956,4.0221,1.0,1.2875,1141,1.043130344563744,11.749999999967,1,11,0.2385873538011695,0.642418930762489,1.07603892784039,11.3333333333,0.0,2.406272247842033,18.634610248116527
2359.csv,Beethoven,1,3.1081,5.1608,15.3982,2.9157,1.0,1.4303,2638,1.279572095452071,17.500000000033,1,28,0.4835039817974971,0.457543593631539,1.3081090472594246,17.500000000033,38.96848137535817,2.986139287887271,30.54707316445804
2462.csv,Beethoven,1,3.1261,5.0863,11.5765,2.5391,1.495,1.4798,3685,0.3629920188928386,4.1328125,2,32,0.1592019543973941,0.2130257801899593,0.334770395183175,4.0,37.782340862423,3.182643927890356,38.48061095784719
2510.csv,Beethoven,1,3.1988,5.0095,9.6634,3.2226,1.0,1.3574,1439,0.5135771575503638,4.4374999999967,1,16,0.1648122392211404,0.4044475330090341,0.5938947764645862,4.249999999997,50.0,2.548407755581702,26.52519437420026
2486.csv,Beethoven,1,3.3598,5.4329,11.0775,3.48,1.0,1.3869,1484,0.465101333870222,2.9374999999967,1,24,0.1807147673634524,0.2863881401617251,0.609831255614957,2.499999999997,26.94610778443114,2.628540217285521,51.37425308740331
2368.csv,Beethoven,1,3.2388,5.1913,11.9725,3.287,2.448,1.5631,6175,0.4013524168475336,7.9062499999966995,3,28,0.1034985422740524,0.2272064777327935,0.3514827935219853,7.499999999997,42.64069264069264,3.464741910097074,29.099400771896384
2383.csv,Beethoven,1,3.2658,5.3511,14.2402,2.787,2.1936,1.5473,3573,0.3010714438914876,6.4374999999967,3,27,0.0996640537513997,0.3414497621046739,0.2674602341633402,5.749999999997,52.34657039711191,3.5785578140102325,35.60405129708609
2431.csv,Beethoven,1,3.2519,5.2049,12.3108,2.8298,2.2091,1.5234,3347,0.3350952038403975,5.4374999999966,3,34,0.1165944411237298,0.2990737974305348,0.3293029827704659,5.36458333333,38.21263482280431,3.3273220854173067,47.12317774646356
2313.csv,Beethoven,1,3.3332,5.2779,11.7508,3.407,2.5504,1.5639,5145,0.8473157274103021,14.749999999967,3,34,0.2053363141524105,0.2579203109815354,0.7070517492706935,13.999999999967,56.92771084337349,3.4295132097645125,42.35385763794809
2622.csv,Beethoven,1,3.4474,5.4647,12.0355,3.0399,2.1993,1.5958,6703,0.6855274929276537,11.812500000033,3,38,0.2140405849000298,0.6216619424138445,0.5973289323193293,11.739583333367,41.9378698224852,3.3605618064910066,23.616521480475917
2528.csv,Beethoven,1,3.1387,5.0062,9.397,3.2473,1.0,1.3961,1603,0.3818769961502506,1.9374999999967,1,33,0.1398252184769038,0.3013100436681222,0.4536026200869335,1.874999999997,30.82706766917293,3.068468792408457,46.77012094537193
2377.csv,Beethoven,1,3.2938,5.3077,10.871,3.1667,2.4161,1.5232,2901,1.1248725869281826,22.9270833333,3,46,0.2151724137931034,0.2543950361944157,0.7825965184414504,22.666666666633,53.34928229665071,3.1142132860972818,40.78250711177141
2392.csv,Beethoven,1,3.083,5.0802,10.2828,3.1774,1.0,1.3027,1691,0.5977538122634503,3.9791666666633,1,38,0.1825443786982248,0.3394441159077468,0.5816269958599428,2.999999999997,38.9937106918239,2.8752571943325838,56.96268286308058
2322.csv,Beethoven,1,3.3616,5.6352,10.1379,3.3088,1.0,1.527,6592,0.8197792534081983,5.9062499999967,1,36,0.2396449704142011,0.5520327669902912,0.7893485158769611,5.749999999997,48.23369565217392,3.3087693592360514,28.811109085197465
2346.csv,Beethoven,1,3.2058,4.9077,9.7956,3.9966,1.0,1.2734,1141,1.043130344563744,11.749999999967,1,11,0.2385873538011695,0.642418930762489,1.07603892784039,11.3333333333,0.0,2.406272247842033,16.333260981279324
2576.csv,Beethoven,1,3.2387,5.1572,10.348,2.1608,1.0,1.4049,2389,1.0021783349992943,10.874999999967,1,29,0.3578308207705192,0.3813311008790289,0.8446743756098355,10.8645833333,54.151624548736464,3.1569100480783976,25.335789918636006
2473.csv,Beethoven,1,3.237,5.2738,8.8061,3.0241,1.0,1.5425,4483,0.6699945637364088,5.874999999997,1,25,0.2114011601963409,0.4744590675886683,0.6275048330724404,5.749999999997,32.265446224256294,2.7990770056869243,26.73785267913309
2506.csv,Beethoven,1,2.8415,4.5805,10.6529,4.2557,2.6529,1.4039,2784,0.7204899736511778,6.75,4,11,0.3352497305066475,0.6397270114942529,1.208917025862069,5.0,33.957845433255265,2.1118799745222905,35.33081171452438
2403.csv,Beethoven,1,3.3235,5.2562,11.6258,2.85,2.2425,1.5665,5442,0.3449906705420336,4.9166666666633,3,31,0.1396802058445138,0.2416391032708563,0.3971406805093703,4.624999999997,35.59139784946236,3.351544986061755,26.18556506119214
2618.csv,Beethoven,1,3.2771,5.3042,11.8071,2.7547,1.0,1.4595,3557,0.3125298640620743,3.4374999999967,1,24,0.1515748031496063,0.2749508012369974,0.4120513541371092,3.249999999997,31.679389312977097,3.238587663220798,33.62782715280693
2633.csv,Beethoven,1,3.126,5.0513,10.2786,2.078,1.0,1.3735,1997,0.6234322269248368,7.750000000003,1,31,0.3852705410821643,0.2964446670005007,0.7674793440165129,7.500000000003,28.57142857142857,2.700868426682068,37.56766994854428
2482.csv,Beethoven,1,2.9905,4.9234,12.509,2.8814,2.2072,1.5402,5129,0.3978599702708309,6.1979166666633,3,35,0.0928724648985959,0.306297523883798,0.2881531487616743,5.249999999997,62.87703016241299,3.032068557009424,21.38060831242159
2364.csv,Beethoven,1,3.1081,5.1608,15.3982,2.9161,1.0,1.419,2638,1.279572095452071,17.500000000033,1,28,0.4835039817974971,0.457543593631539,1.3081090472594246,17.500000000033,38.96848137535817,2.982553166525716,28.55588765067462
2530.csv,Beethoven,1,3.3741,5.7383,13.4975,3.0665,1.0,1.5983,5460,0.4702778192877005,4.979166666663399,1,34,0.1538972339256274,0.5087912087912088,0.4708447802193226,4.83333333333,13.655913978494624,3.433374452406705,28.37146441778853
2388.csv,Beethoven,1,3.3194,5.2704,10.2571,2.9009,1.0,1.453,3980,1.35612816483803,27.9687499999667,1,61,0.3196783111334506,0.4037688442211055,0.9999555066994258,26.49999999997,22.41715399610136,3.088406959954512,23.30175943955831
2436.csv,Beethoven,1,3.4607,5.6692,13.419,2.745,1.0,1.6186,8610,0.7366014690648572,7.874999999997,1,50,0.1793471947961435,0.4222996515679442,0.5538146051098874,7.874999999997,69.18604651162791,3.4300748336029687,22.011662650445203
2318.csv,Beethoven,1,3.1015,5.2105,14.7329,3.1209,2.0137,1.6078,7578,0.5562599450668146,8.77083333333,3,45,0.1987594034578329,0.1732647136447611,0.5537967636577931,8.33333333333,47.631352282515074,3.6340630074054494,26.85688880043899
2594.csv,Beethoven,1,3.3043,5.3564,10.3258,2.3864,1.0,1.4333,3006,0.3038213550945494,3.4166666666633003,1,15,0.1557404326123128,0.6350632069194944,0.350008316699498,3.4062499999967,21.00954979536153,2.5954473719633344,32.22369135026135
2627.csv,Beethoven,1,3.1224,4.9606,11.7513,3.7155,1.6653,1.35,1585,0.5487166019571439,3.88541666667,2,28,0.1698232323232323,0.2889589905362776,0.7108175604631616,3.875000000003,61.94690265486725,2.816836287149118,24.32530533953945
2476.csv,Beethoven,1,3.3436,5.1521,9.541,2.7478,1.0,1.3458,1465,0.4708807660471826,3.9270833333367,1,17,0.2226775956284153,0.6327645051194539,0.692235494881162,3.750000000003,33.33333333333333,3.0840445726500136,41.91477976438341
2491.csv,Beethoven,1,3.2447,5.185,12.3508,3.309,1.0,1.4099,2963,1.0761887690319034,11.8333333333,1,16,0.3585415259959487,0.3553830577117786,1.107538108897993,10.999999999967,13.314447592067989,2.3915866291303667,31.26453851777147
2397.csv,Beethoven,1,3.3847,5.6061,15.8466,2.7415,1.5911,1.6443,8548,0.522141630956165,8.8125,2,48,0.1425061425061425,0.5678521291530183,0.4341439518018562,8.458333333333,43.65725227381522,3.7323318372486014,19.891899892754942
2342.csv,Beethoven,1,3.0847,5.0926,15.3406,3.5635,1.6673,1.4145,3885,0.4198720701959759,7.9062499999966995,2,24,0.1153450051493305,0.4028314028314028,0.4289950664947354,7.499999999997,48.15905743740795,2.9310584162776947,23.341465254066115
2557.csv,Beethoven,1,3.0939,5.2888,16.8622,3.2397,1.0,1.5914,5950,0.5186274408222148,5.9270833333367,1,43,0.163724995797613,0.1932773109243697,0.526088935574116,5.500000000003,51.91532258064516,3.3784988666275875,34.02192171933887
2572.csv,Beethoven,1,3.0231,5.0195,12.0038,2.1598,1.3877,1.3713,2629,0.2439839677716004,1.95625,2,27,0.2256468797564688,0.2696842906047927,0.3067167490807813,1.75,39.04382470119522,2.784534791030509,47.36851323643251
2336.csv,Beethoven,1,3.0847,5.0926,15.3406,3.5634,1.6686,1.4103,3885,0.4198720701959759,7.9062499999966995,2,24,0.1153450051493305,0.4028314028314028,0.4289950664947354,7.499999999997,48.23008849557522,2.9303888601205537,21.378398963309053
2502.csv,Beethoven,1,3.2661,5.3796,15.093,2.5357,1.61,1.5441,4194,0.2920901966004091,3.90234375,2,29,0.1323634629143811,0.4008106819265618,0.3325900840486409,3.75,48.47058823529412,3.591097042556961,20.41521547952952
2566.csv,Beethoven,1,3.2347,5.1331,11.2352,3.1526,1.0,1.5145,3454,0.3099067456194939,4.874999999997,1,25,0.1156240949898638,0.6019108280254777,0.3830522582509056,4.749999999997,51.490514905149055,3.4256218630239537,31.20686343571497
2581.csv,Beethoven,1,3.3041,5.4186,11.0703,2.8593,1.0,1.449,3031,0.4238184727428586,2.9062499999967,1,26,0.1531353135313531,0.5067634444077862,0.451329319256456,2.89583333333,59.63114754098361,2.6437234359631487,37.09045960838723
2614.csv,Beethoven,1,3.3939,5.2918,9.6335,3.2762,1.0,1.4011,2069,0.840477329830498,5.91666666667,1,27,0.2509671179883946,0.3827936201063315,0.9284376510399304,5.82291666667,53.01724137931034,3.0632122715053547,35.49876476645795
2463.csv,Beethoven,1,3.2717,5.2511,13.0272,2.7204,1.6087,1.4987,3604,0.5452870582404568,3.9375,2,54,0.1846898417985012,0.2294672586015538,0.5006383965732519,3.751953125,46.32107023411371,3.180098153418923,29.463031159865587
2487.csv,Beethoven,1,3.2447,5.185,12.3508,3.3072,1.0,1.4008,2963,1.0761887690319034,11.8333333333,1,16,0.3585415259959487,0.3553830577117786,1.107538108897993,10.999999999967,13.314447592067989,2.3915866291303667,33.172701514684164
2384.csv,Beethoven,1,3.0083,5.0719,16.179,3.2753,2.5534,1.4221,1990,0.7177963477775746,12.625000000033,3,18,0.2677224736048265,0.3396984924623115,0.8947550251258056,12.500000000033,45.84450402144772,2.919418630757435,19.011318094660528
2417.csv,Beethoven,1,2.8619,4.492,11.008,3.6443,2.1732,1.4418,3517,0.596561861832202,9.6875,3,32,0.1558589306029579,0.1822576059141313,0.5285695668656978,9.6875,46.08879492600423,2.8147359876420754,49.227975747764376
2432.csv,Beethoven,1,3.3909,5.368,14.5167,3.5926,2.5993,1.4379,3972,0.6095647377803746,5.73958333333,3,10,0.2834298665323596,0.5883685800604229,0.9039526686801204,5.249999999997,33.778625954198475,1.935363044005333,30.914118050546552
2314.csv,Beethoven,1,3.3745,5.2787,11.5468,3.1083,2.2883,1.649,5594,1.0880330855122042,38.749999999967,3,17,0.2478097622027534,0.5148373257061137,0.7602546627334863,38.499999999967,42.788844621513945,2.8766186433512653,31.3435986520397
2590.csv,Beethoven,1,3.2551,4.977,10.1371,4.1419,1.0,1.327,2021,0.6808817633233443,7.874999999997,1,11,0.1628712871287128,0.3953488372093023,0.7132349909280212,6.999999999997,35.65573770491803,1.4485248754598234,71.6957722590252
2529.csv,Beethoven,1,3.2697,5.3297,11.528,2.7525,1.0,1.4396,2755,0.942775271484186,13.874999999967,1,36,0.2539941902687,0.4497277676950998,0.7746823956436965,9.99999999997,34.29844097995546,2.68099228419458,32.4718229904674
2393.csv,Beethoven,1,3.3359,5.3413,12.5208,2.928,1.0,1.5432,4281,0.5067928581840988,3.750000000003,1,12,0.3463785046728972,0.8469983648680215,1.134934886709395,3.47916666667,35.84905660377358,3.274697108566794,28.721502888025576
2441.csv,Beethoven,1,3.4287,5.708,14.2634,3.4766,1.0,1.6685,8414,0.7677137789236103,7.9374999999965,1,22,0.2581718768572447,0.5589493700974566,0.8794444774575138,7.749999999997,30.94521372667068,3.4838854527101706,34.41247353409322
2507.csv,Beethoven,1,3.002,4.625,10.1576,4.1088,2.6146,1.4429,3579,0.4755406686862672,5.5125,4,11,0.2476243711570709,0.5931824531992177,0.962356803576418,5.0,35.650623885918,3.014973500629544,36.68614311607473
2371.csv,Beethoven,1,3.1835,4.9201,10.2137,3.4798,1.0,1.3039,1274,1.308210310700162,7.499999999997,1,10,0.4571877454831107,0.4293563579277865,1.629300758763602,6.999999999997,50.53763440860215,1.9184794288433664,43.19273525109367
2404.csv,Beethoven,1,3.2508,5.4933,10.962,2.7266,1.0,1.4444,2899,0.4376561746764271,2.9166666666633003,1,22,0.119047619047619,0.438771990341497,0.3783488559268692,2.749999999997,52.05128205128206,3.1441743700107634,24.17706934354033
2562.csv,Beethoven,1,3.2938,5.1451,10.8386,2.9636,2.3039,1.4229,4190,0.7689706031622401,25.8645833333,3,26,0.2015397469563141,0.3412887828162291,0.5946275855205305,25.499999999967,53.713527851458885,3.252878346143677,23.347942167938704
2586.csv,Beethoven,1,3.1762,5.3314,14.4621,3.4504,1.7817,1.5377,4344,0.8370261491839135,29.9270833333,2,42,0.1377504029472714,0.2624309392265193,0.4605178598831847,29.499999999967,43.163097199341024,3.332809216560012,28.54670363078077
2619.csv,Beethoven,1,3.2597,5.1318,9.5703,3.0751,1.0,1.2595,1516,0.9060014918649456,5.83333333333,1,11,0.4171617161716172,0.5567282321899736,1.3177495602451044,4.999999999997,31.88976377952756,2.414943242889522,33.21391956302196
2483.csv,Beethoven,1,3.2688,5.1832,11.7458,2.6716,2.1372,1.5325,4517,0.5868728178712403,6.312499999997,3,27,0.1798604960141718,0.2594642461810936,0.5129026455606179,6.249999999997,40.6578947368421,3.083733950662248,21.157973220575727
2516.csv,Beethoven,1,3.3138,5.2364,9.0397,2.4267,1.0,1.5089,3756,0.5015960945360509,6.374999999997,1,18,0.2093874833555259,0.3120340788072417,0.5231962193820179,5.999999999997,48.29268292682927,3.243134773105877,23.41546719248977
2365.csv,Beethoven,1,3.3599,5.3915,13.7156,3.4873,2.5054,1.5154,3869,0.8793768997401394,13.885416666633,3,35,0.2240175801447776,0.273972602739726,0.843631537003061,12.999999999967,49.307479224376735,3.2091152012546336,27.23412439871664
